Longitude,Latitude,Name,Address
-75.45533,39.817451,"WAWA [Diesel]-Claymont,DE","601 Naamans Rd, Claymont,DE 19703|(302) 798-1682|24 hrs|867"
-75.557233,38.456088,"WAWA [Diesel]-Delmar,DE","38711 Sussex Hwy, Delmar,DE 19940|(302) 846-3272|24 hrs|856"
-75.5399552,39.1590432,"WAWA [Diesel]-Dover,DE","1450 Forest Ave, Dover,DE 19904|(302) 734-4703|24 hrs|855"
-75.501124,39.122982,"WAWA [Diesel]-Dover,DE","1525 E Lebanon Road, Dover,DE 19904|(302) 697-4070|24 hrs|845"
-75.547284,39.194921,"WAWA [Diesel]-Dover,DE","2800 North DuPont Hwy, Dover,DE 19901|(302) 678-2385|3 am-12 am|848"
-75.513166,39.158296,"WAWA [Diesel]-Dover,DE","298 South Dupont Highway, Dover,DE 19901|(302) 734-2871|3 am-11 am|838"
-75.697286,39.788547,"WAWA [no fuel]-Hockessin,DE","605 Yorklyn Road, Hockessin,DE 19707|(302) 234-1443|24 hrs|842"
-75.153961,38.744066,"WAWA [Diesel]-Lewes,DE","17663 Dartmouth Dr, Lewes,DE 19958|(302) 645-5637|24 hrs|834"
-75.65683,39.721287,"WAWA [Diesel]-Marshallton ,DE","2030 Limestone Road, Marshallton ,DE 19808|(302) 633-4617|24 hrs|858"
-75.648744,39.500437,"WAWA [no fuel]-Middletown,DE","2398 Dupont Parkway, Middletown,DE 19709|(302) 378-8270|24 hrs|828"
-75.728201,39.448383,"WAWA [no fuel]-Middletown,DE","528 W Main Street, Middletown,DE 19709|(302) 376-1780|24 hrs|843"
-75.680327,39.452996,"WAWA [Diesel]-Middletown,DE","690 Middletown Odessa Road, Middletown,DE 19709|(302) 378-5314|24 hrs|859"
-75.4314,38.92803,"WAWA [Diesel]-Milford,DE","902 N Dupont Blvd, Milford,DE 19963|(302) 424-2300|24 hrs|851"
-75.295744,38.584754,"WAWA [Diesel]-Millsboro,DE","102 E Dupont Highway, Millsboro,DE 19966|(302) 934-1844|24 hrs|837"
-75.195444,38.633986,"WAWA [Diesel]-Millsboro,DE","24930 John J Williams Hwy, Millsboro,DE 19966|(302) 945-1834|24 hrs|865"
-75.60779,39.663485,"WAWA [Diesel]-New Castle,DE","117 S Dupont Hwy, New Castle,DE 19720|(302) 322-9650|24 hrs|866"
-75.625749,39.641216,"WAWA [Diesel]-New Castle,DE","1400 Beaver Brook Plaza, New Castle,DE 19720|(302) 328-7459|24 hrs|857"
-75.580421,39.692774,"WAWA [Diesel]-New Castle,DE","1515 N DuPont Highway, New Castle,DE 19720|(302) 324-0429|24 hrs|852"
-75.627395,39.6767,"WAWA [Diesel]-New Castle,DE","183 Airport Road, New Castle,DE 19720|(302) 323-9822|24 hrs|841"
-75.562387,39.709667,"WAWA [Diesel]-New Castle,DE","4000 N Dupont Highway, New Castle,DE 19720|(302) 661-2600|24 hrs|840"
-75.59886,39.69444,"WAWA [Diesel]-New Castle,DE","7 E Commons Blvd, New Castle,DE 19720|(302) 328-1872|24 hrs|863"
-75.700532,39.699907,"WAWA [Diesel]-Newark,DE","1750 Capitol Trail, Newark,DE 19711|(302) 737-8138|24 hrs|861"
-75.735488,39.662281,"WAWA [no fuel]-Newark,DE","274 East Chestnut Hill Road, Newark,DE 19713|(302) 453-9195|5 am- 11 pm|819"
-75.7621,39.60274,"WAWA [Diesel]-Newark,DE","2754 && 2748 Pulaski Hwy, Newark,DE 19702|(302) 838-8500|24 hrs|850"
-75.678842,39.68621,"WAWA [Diesel]-Newark,DE","4651 Stanton Ogletown Rd, Newark,DE 19713|(302) 368-4985|24 hrs|868"
-75.733272,39.684578,"WAWA [Diesel]-Newark,DE","601 Ogletown Rd, Newark,DE 19711|(302) 737-2057|24 hrs|860"
-75.105428,38.713287,"WAWA [Diesel]-Rehoboth Beach,DE","30155 Veterans Way, Rehoboth Beach,DE 19971|(302) 227-1893|24 hrs|871"
-75.1255717,38.7254595,"WAWA [Diesel]-Rehoboth Beach,DE","4500 Highway 1, Rehoboth Beach,DE 19971|(302) 644-4210|24 hrs|849"
-75.593665,38.659316,"WAWA [Diesel]-Seaford,DE","22929 Sussex Hwy, Seaford,DE 19973|(302) 888-9442|24 hrs|874"
-75.594077,39.282406,"WAWA [Diesel]-Smyrna,DE","500 Jimmy Drive, Smyrna,DE 19977|(302) 653-3290|24 hrs|853"
-75.614919,39.316212,"WAWA [no fuel]-Smyrna,DE","5632 S. Dupont Parkway, Smyrna,DE 19977|(302) 653-5312|24 hrs|830"
-75.55132,39.81011,"WAWA [Diesel]-Talleyville,DE","4030 Concord Pike, Talleyville,DE 19803|(302) 477-1433|24 hrs|862"
-75.545712,39.826317,"WAWA [Diesel]-Wilmington,DE","1702 Rocky Run Pkwy, Wilmington,DE 19803|(302) 426-2145|24 hrs|872"
-75.53313,39.78871,"WAWA [no fuel]-Wilmington,DE","400 Wilson Rd, Wilmington,DE 19803|(302) 652-2373|24 hrs|811"
-75.691274,39.735226,"WAWA [no fuel]-Wilmington,DE","4555 New Linden Hill Road, Wilmington,DE 19808|(302) 368-8561|24 hrs|831"
-75.49997,39.771126,"WAWA [no fuel]-Wilmington,DE","731 Philadelphia Pike, Wilmington,DE 19805|(302) 762-9840|5 am- 11 pm|801"
-75.598409,39.739942,"WAWA [no fuel]-Wilmington,DE","915 New Rd, Wilmington,DE 19805|(302) 995-6641|24 hrs|810"
-81.346157,28.662583,"WAWA [Diesel]-Altamonte Springs,FL","1390 E Altamonte Drive, Altamonte Springs,FL 32701|(407) 262-0338|24 hrs|5186"
-81.42059,28.66618,"WAWA [Diesel]-Altamonte Springs,FL","919 West Sr 436, Altamonte Springs,FL 32714|(407) 389-4281|24 hrs|5179"
-81.468432,28.653956,"WAWA [Diesel]-Apopka,FL","1615 S Orange Blossom Trail, Apopka,FL 32703|(407) 464-3171|24 hrs|5112"
-81.521236,28.679809,"WAWA [Diesel]-Apopka,FL","449 West Main St, Apopka,FL 32712|(407) 884-0731|24 hrs|5140"
-81.778537,28.054574,"WAWA [Diesel]-Auburndale,FL","334 Havendale Blvd, Auburndale,FL 33823|(863) 967-3710|24 hrs|5137"
-81.331835,28.479859,"WAWA [Diesel]-Belle Isle,FL","4416 Hoffner Ave, Belle Isle,FL 32812|(407) 710-0220|24 hrs|5279"
-82.053902,29.058771,"WAWA [Diesel]-Belleview,FL","5726 SE Abshier Blvd, Belleview,FL 34420|(352) 364-9799|24 hrs|5273"
-80.073502,26.572883,"WAWA [Diesel]-Boynton Beach,FL","1965 Hypoluzo Rd, Boynton Beach,FL 33426|(561) 323-7515|24 hrs|5239"
-80.18877,26.553355,"WAWA [Diesel]-Boynton Beach,FL","9926 Lyons Rd, Boynton Beach,FL 33472|(561) 770-7080|24 hrs|5330"
-82.43467,27.4858,"WAWA [Diesel]-Bradenton,FL","10807 SR 64 East, Bradenton,FL 34211|(941) 357-2969|24 hrs|5258"
-82.394689,27.431142,"WAWA [Diesel]-Bradenton,FL","14510 State Rd Sr 70 East, Bradenton,FL 34202|(941) 752-3013|24 hrs|5185"
-82.5867571,27.4623227,"WAWA [Diesel]-Bradenton,FL","2509 W Cortez Rd, Bradenton,FL 34207|(941) 900-4223|24 hrs|5271"
-82.50832,27.49905,"WAWA [Diesel]-Bradenton,FL","4455 Sr 64 East, Bradenton,FL 34208|(941) 749-0560|24 hrs|5178"
-82.504941,27.445649,"WAWA [Diesel]-Bradenton,FL","4506 53Rd Ave, Bradenton,FL 34203|(941) 756-7175|24 hrs|5203"
-82.576164,27.447345,"WAWA [Diesel]-Bradenton,FL","5306 14th Street, Bradenton,FL 34207|(941) 756-1249|24 hrs|5177"
-82.56231,27.49329,"WAWA [Diesel]-Bradenton,FL","701 1st Street E, Bradenton,FL 34205|(941) 900-4449|24 hrs|5165"
-82.310881,27.938357,"WAWA [Diesel]-Brandon,FL","1710 W Brandon Blvd, Brandon,FL 33510|(813) 400-5296|24 hrs|5197"
-82.51321,28.53287,"WAWA [Diesel]-Brooksville,FL","12984 Cortez Blvd, Brooksville,FL 34613|(352) 597-8029|24 hrs|5184"
-82.402024,28.540627,"WAWA [Diesel]-Brooksville,FL","20075 Cortez Blvd, Brooksville,FL 34601|(352) 519-1313|24 hrs|5259"
-81.97383,26.603737,"WAWA [Diesel]-Cape Coral,FL","2603 Santa Barbara Blvd, Cape Coral,FL 33914|(239) 300-9211|24 Hrs|5356"
-81.940624,26.666793,"WAWA [Diesel]-Cape Coral,FL","761 Del Prado Blvd North, Cape Coral,FL 33909-1730|(239) 458-1064|24 hrs|5170"
-81.32298,28.64399,"WAWA [Diesel]-Casselberry,FL","1033 SR 436, Casselberry,FL 32707|(407) 815-2225|24 hrs|5324"
-81.33303,28.68401,"WAWA [Diesel]-Casselberry,FL","23 Seminola Blvd, Casselberry,FL 32707|(407) 388-1488|24 hrs|5128"
-82.72864,27.91546,"WAWA [Diesel]-Clearwater,FL","15701 US Highway 19 N, Clearwater,FL 33764|(727) 531-1061|24 hrs|5149"
-82.74743,27.960045,"WAWA [Diesel]-Clearwater,FL","2177 Gulf to Bay Blvd, Clearwater,FL 33758|(727) 442-7506|24 hrs|5163"
-82.73678,28.01315,"WAWA [Diesel]-Clearwater,FL","26508 US Hwy 19 N, Clearwater,FL 33761|(727) 314-8002|24 hrs|5294"
-81.687864,28.378415,"WAWA [Diesel]-Clermont,FL","16126 Greater Groves Blvd, Clermont,FL 34714|(352) 252-9784|24 hrs|5121"
-81.74051,28.542569,"WAWA [Diesel]-Clermont,FL","1909 S Highway 27, Clermont,FL 34711|(352) 243-2594|24 hrs|5144"
-80.742099,28.355255,"WAWA [Diesel]-Cocoa,FL","923 West King St, Cocoa,FL 32922|(321) 307-2230|24 hrs|5265"
-80.223635,26.272768,"WAWA [Diesel]-Coral Springs,FL","7305 W Sample Rd, Coral Springs,FL 33065|(754) 812-8778|24 Hrs|5338"
-81.648304,28.229468,"WAWA [Diesel]-Davenport,FL","43582 Hwy 27, Davenport,FL 33837|(863) 840-9069|24 hrs|5230"
-81.5906811,28.25959,"WAWA [Diesel]-Davenport,FL","8103 Lake Wilson Rd, Davenport,FL 33896|(863) 216-5779|24 hrs|5299"
-80.22693,26.09094,"WAWA [Diesel]-Davie,FL","2500 SW 64th Ave, Davie,FL 33317|(954) 361-0940|24 hrs|5249"
-80.207533,26.063515,"WAWA [Diesel]-Davie,FL","4700 South SR 7, Davie,FL 33314|(754) 888-5113|24 Hrs|5314"
-80.230571,26.045476,"WAWA [Diesel]-Davie,FL","6350 Stirling Rd, Davie,FL 33314|(954) 526-2290|24 hrs|5193"
-81.047818,29.2199,"WAWA [Diesel]-Daytona Beach,FL","1000 Mason Ave, Daytona Beach,FL 32117|(386) 267-5005|12:AM-12:AM|5332"
-81.02248,29.209943,"WAWA [Diesel]-Daytona Beach,FL","120 S Ridgewood Ave, Daytona Beach,FL 32114|(386) 296-1953|24 hrs|5287"
-81.072797,29.191234,"WAWA [Diesel]-Daytona Beach,FL","1900 International Speedway Blvd, Daytona Beach,FL 32114|(386) 272-9002|24 hrs|5296"
-80.11951,26.3173,"WAWA [Diesel]-Deerfield Beach,FL","20 SW 12th Ave, Deerfield Beach,FL 33442|(754) 202-2426|24 hrs|5242"
-80.1545955,26.2745691,"WAWA [Diesel]-Deerfield Beach,FL","2271 W Sample Rd, Deerfield Beach,FL 33442|(754) 200-2987|24 hrs|5195"
-81.303804,28.998359,"WAWA [Diesel]-Deland,FL","1700 S Woodland Blvd, Deland,FL 32720|(386) 327-4048|24 Hrs|5292"
-80.205465,26.453745,"WAWA [Diesel]-Delray Beach,FL","10100 Atlantic Ave, Delray Beach,FL 33446|(561) 945-0070|24 hrs|5339"
-81.2289281,28.9464489,"WAWA [Diesel]-Deltona,FL","3400 Howland Blvd, Deltona,FL 32725|(407) 955-4551|24 hrs|5354"
-80.337662,25.805687,"WAWA [Diesel]-Doral,FL","3300 NW 87th Avenue, Doral,FL 33172|(786) 558-1041|3am-2am|5357"
-80.202388,26.120395,"WAWA [Diesel]-Plantation,FL","13 S State Road 7, Plantation,FL 33317|(754) 240-9440|24 Hrs|5331"
-80.17734,26.12118,"WAWA [Diesel]-Fort Lauderdale,FL","2620 W Broward Blvd, Fort Lauderdale,FL 33312|(954) 652-1003|24 hrs|5232"
-80.156227,26.202778,"WAWA [Diesel]-Fort Lauderdale,FL","6191 Powerline Rd, Fort Lauderdale,FL 33309|(954) 666-5883|24 hrs|5234"
-81.770133,26.617773,"WAWA [Diesel]-Fort Myers,FL","11031 Colonial Blvd, Fort Myers,FL 33905|(239) 226-1480|24 hrs|5200"
-81.87102,26.55766,"WAWA [Diesel]-Fort Myers,FL","12701 S Cleveland Ave, Fort Myers,FL 33907|(239) 275-1020|24 hrs|5169"
-81.86424,26.59616,"WAWA [Diesel]-Fort Myers,FL","2370 Colonial Blvd, Fort Myers,FL 33907|(239) 275-4142|24 hrs|5168"
-80.3259639,27.4269296,"WAWA [Diesel]-Fort Pierce,FL","2101 S US Hwy 1, Fort Pierce,FL 34950|(772) 236-7060|24 Hrs|5387"
-80.381755,27.417288,"WAWA [Diesel]-Fort Pierce,FL","5575 Okeechobee Rd, Fort Pierce,FL 34947|(772) 252-1103|24 hrs|5254"
-82.313032,29.651748,"WAWA [Diesel]-Gainesville,FL","1007 East University Ave, Gainesville,FL 32601|(352) 364-0140|24 Hrs|5313"
-82.343659,29.652324,"WAWA [Diesel]-Gainesville,FL","1614 West University Avenue, Gainesville,FL 32603|(352) 433-0211|24 Hrs|5385"
-82.338527,29.674211,"WAWA [Diesel]-Gainesville,FL","2305 NW 13th St, Gainesville,FL 32608|(352) 448-7785|24 Hrs|5384"
-82.35845,29.633111,"WAWA [Diesel]-Gainesville,FL","2373 SW Archer Road, Gainesville,FL 32608|(352) 505-4333|24 Hrs|5325"
-82.389981,29.616119,"WAWA [Diesel]-Gainesville,FL","4322 SW Archer Rd, Gainesville,FL 33068|(352) 505-2744|24 Hrs|5323"
-80.147684,26.618388,"WAWA [Diesel]-Greenacres,FL","6566 Lake Worth Blvd, Greenacres,FL 33467|(561) 619-4040|24 hrs|5212"
-80.4341471,25.9392106,"WAWA [Diesel]-Hialeah Gardens,FL","13891 W Okeechobee Road, Hialeah Gardens,FL 33018|(786) 761-1190|24 Hrs|5358"
-80.325331,25.866809,"WAWA [Diesel]-Hialeah Gardens,FL","7878 NW 103 Street, Hisleah Gardens,FL 33016|(786) 693-1196|24 Hrs|5378"
-82.740864,28.186962,"WAWA [Diesel]-Holiday,FL","1929 US Hwy 19, Holiday,FL 34691|(727) 934-7464|24 hrs|5181"
-82.6657607,28.33122,"WAWA [Diesel]-Hudson,FL","9021 SR 52, Hudson,FL 34669|(727) 605-0022|24 hrs|5275"
-81.731463,30.336735,"WAWA [Diesel]-Jacksonville,FL","1004 Edgewood Ave N, Jacksonville,FL 32254|(904) 720-2165|24 hrs|5351"
-81.509673,30.286352,"WAWA [Diesel]-Jacksonville,FL","11812 Beach Blvd, Jacksonville,FL 32224|(904) 352-1201|24 hrs|5264"
-81.464476,30.288199,"WAWA [Diesel]-Jacksonville,FL","13363 Beach Blvd, Jacksonville,FL 32246|(904) 900-7729|24 hrs|5321"
-81.503341,30.35979,"WAWA [Diesel]-Jacksonville,FL","2500 Monument Rd, Jacksonville,FL 32225|(904) 440-0205|24 hrs|5261"
-81.536687,30.254077,"WAWA [Diesel]-Jacksonville,FL","4866 Gate Pkwy, Jacksonville,FL 32246|(904) 900-7690|24 hrs|5257"
-81.617277,30.265414,"WAWA [Diesel]-Jacksonville,FL","5735 Philips Hwy, Jacksonville,FL 32216|(904) 730-1773|24 hrs|5333"
-81.75606,30.2704,"WAWA [Diesel]-Jacksonville,FL","6787 Wilson Blvd, Jacksonville,FL 32210|(904) 224-6223|24 hrs|5276"
-81.822327,30.197047,"WAWA [Diesel]-Jacksonville,FL","8251 Old Middleburg Rd S, Jacksonville,FL 32222|(904) 329-7007|24 hrs|5266"
-81.5580683,30.28707,"WAWA [Diesel]-Jacksonville,FL","9715 Beach Blvd, Jacksonville,FL 32246|(904) 559-1700|24 hrs|5274"
-81.739064,30.204121,"WAWA [Diesel]-Jaclsonville,FL","7911 Blanding Blvd, Jacksonville,FL 32244|(904) 717-3800|24 hrs|5349"
-81.443796,28.14749,"WAWA [Diesel]-Kissimmee,FL","1095 Cypress Pkwy, Kissimmee,FL 34759|(321) 265-4655|24 hrs|5293"
-81.35566,28.28604,"WAWA [Diesel]-Kissimmee,FL","2184 E Irlo Bronson Memorial, Kissimmee,FL 34744|(407) 944-1101|24 hrs|5102"
-81.403337,28.318552,"WAWA [Diesel]-Kissimmee,FL","2449 N Orange Blossom Trail, Kissimmee,FL 34744|(407) 870-1502|24 hrs|5104"
-81.483764,28.341228,"WAWA [Diesel]-Kissimmee,FL","3140 Vineland Road, Kissimmee,FL 34746|(407) 710-0070|24 hrs|5116"
-81.45739,28.30454,"WAWA [Diesel]-Kissimmee,FL","4397 W Vine St, Kissimmee,FL 34746|(321) 677-0394|24 hrs|5143"
-81.484287,28.256233,"WAWA [Diesel]-Kissimmee,FL","5035 S Orange Blossom Tr, Kissimmee,FL 34758|(407) 944-3302|24 hrs|5124"
-81.60468,28.34547,"WAWA [Diesel]-Kissimmee,FL","7940 West Irlo Bronson Hwy, Kissimmee,FL 34747|(407) 390-0929|24 hrs|5166"
-81.9225657,28.9172244,"WAWA [Diesel]-Lady Lake,FL","116 N Hwy 27/441, Lady Lake,FL 32159|(352) 448-0094|24 hrs|5326"
-81.95737,28.95374,"WAWA [Diesel]-Lady Lake,FL","13535 US Hwy 441, Lady Lake,FL 32159|(352) 436-4200|24 hrs|5322"
-81.30949,28.73228,"WAWA [Diesel]-Lake Mary,FL","3510 N US Hwy 17, Lake Mary,FL 32746|(407) 268-3725|24 hrs|5117"
-81.359066,27.300294,"WAWA [Diesel]-Lake Placid,FL","611 Dal Hall Blvd, Lake Placid,FL 33852|(863) 328-4937|24 hrs|5371"
-81.62003,27.95608,"WAWA [Diesel]-Lake Wales,FL","23623 US Hwy 27, Lake Wales,FL 33859|(863) 840-9777|24 hrs|5277"
-80.1129978,26.628978,"WAWA [Diesel]-Lake Worth,FL","3288 S Military Trail, Lake Worth,FL 33461|(561) 425-8266|24 hrs|5227"
-81.913363,28.012768,"WAWA [Diesel]-Lakeland,FL","3105 Bartow Rd 98 South, Lakeland,FL 33803|(863) 240-0866|24 hrs|5253"
-81.97467,28.09788,"WAWA [Diesel]-Lakeland,FL","4320 US Hwy 98 N, Lakeland,FL 33805|(863) 858-7659|24 hrs|5106"
-81.964237,27.967307,"WAWA [Diesel]-Lakeland,FL","5410 S Florida Ave, Lakeland,FL 33813|(863) 272-6774|24 hrs|5342"
-82.4345093,28.2220535,"WAWA [Diesel]-Land O Lakes,FL","25155 Maren Way, Land O Lakes,FL 34639|(813) 649-3544|24 hrs|5267"
-82.788482,27.928734,"WAWA [Diesel]-Largo,FL","1215 N Missouri Ave, Largo,FL 33770|(727) 581-0206|24 hrs|5176"
-82.815438,27.879842,"WAWA [Diesel]-Largo,FL","12750 Walsingham Rd, Largo,FL 33774|(727) 595-7850|24 hrs|5147"
-82.763084,27.89375,"WAWA [Diesel]-Largo,FL","8910 Ulmerton Rd, Largo,FL 33771|(727) 228-3122|24 hrs|5141"
-80.252205,26.172975,"WAWA [Diesel]-Lauderhill,FL","4401 NW 76 Ave, Lauderhill,FL 33351|(754) 900-5080|24 hrs|5278"
-82.4829163,28.892289,"WAWA [Diesel]-Lecanto,FL","2932 W Norvell Bryant Hwy, Lecanto,FL 34461|(352) 508-6453|24 hrs|5320"
-81.887005,28.82822,"WAWA [Diesel]-Leesburg,FL","1400 W North Blvd, Leesburg,FL 34748|(352) 204-9605|24 hrs|5290"
-81.34484,28.69763,"WAWA [Diesel]-Longwood,FL","162 E Sr 434 , Longwood,FL 32750|(407) 262-0305|24 hrs|5156"
-80.200253,26.253832,"WAWA [Diesel]-Margate,FL","2000 N SR 7, Margate,FL 33063|(754) 229-4052|24 hrs|5235"
-80.603585,28.0808215,"WAWA [Diesel]-Melbourne,FL","1105 Palmetto Ave, Melbourne,FL 32901|(321) 325-2265|24 hrs|5316"
-80.698056,28.11942,"WAWA [Diesel]-Melbourne,FL","4429 W Eau Gallie Blvd, Melbourne,FL 32901|(321) 373-8112|24 hrs|5283"
-80.371714,25.598581,"WAWA [Diesel]-Miami,FL","11101 SW 184 St, Miami,FL 33157|(786) 408-6620|24 hrs|5243"
-80.4159342,25.6564762,"WAWA [Diesel]-Miami,FL","11990 SW 137 Ave, Miami,FL 33186|(786) 870-4550|24 hrs|5245"
-80.188682,25.928142,"WAWA [Diesel]-Miami,FL","590 NE 167 Street, Miami,FL 33162|(786) 677-4366|6am-10pm|5244"
-80.30873,25.74846,"WAWA [Diesel]-Miami,FL","6971 SW 24th St, Miami,FL 33155|(786) 471-0804|24 hrs|5260"
-80.247279,25.939053,"WAWA [Diesel]-Miami Gardens,FL","17942 NW 27 Ave, Miami Gardens,FL 33056|(786) 422-1415|24 Hrs|5284"
-81.8123353,30.1146455,"WAWA [Diesel]-Middleburg,FL","1563 Blanding Blvd, Middleburg,FL 32068|(904) 712-6601|24 hrs|5289"
-80.264036,25.99365,"WAWA [Diesel]-Miramar,FL","1700 South Douglas Rd, Miramar,FL 33025|(754) 241-3606|24 Hrs|5353"
-81.663641,28.822002,"WAWA [Diesel]-Mount Dora,FL","17700 US Hwy 441, Mount Dora,FL 32757|(352) 720-6266|24 hrs|5270"
-81.704423,26.065743,"WAWA [Diesel]-Naples,FL","12456 Tamiami Trail E, Naples,FL 34113|(239) 920-5177|24 hrs|5228"
-81.751341,26.153987,"WAWA [Diesel]-Naples,FL","4787 Radio Rd, Naples,FL 34104|(239) 280-9712|24 hrs|5238"
-82.73641,28.21772,"WAWA [Diesel]-New Port Richey,FL","4026 US Highway 19, New Port Richey,FL 34652|(727) 847-5134|24 hrs|5115"
-82.676674,28.279988,"WAWA [Diesel]-Port Richey,FL","8330 Ridge Rd, Port Richey,FL 34668|(727) 848-5425|24 hrs|5109"
-80.9411162,29.0149092,"WAWA [Diesel]-New Smyrna Beach,FL","1780 SR 44, New Smyrna Beach,FL 32168|(386) 266-8725|24 hrs|5222"
-82.4537405,27.1245829,"WAWA [Diesel]-Nokomis,FL","100 S Tamiami Trail, Nokomis,FL 34275|(941) 786-0791|24 hrs|5281"
-80.2208779,26.2092352,"WAWA [Diesel]-North Lauderdale,FL","7105 Ncnab Rd, North Lauderdale,FL 33068|(754) 732-3899|24 Hrs|5372"
-82.14013,29.17888,"WAWA [Diesel]-Ocala,FL","1001 S Pine Ave, Ocala,FL 34471|(352) 509-6414|24 hrs|5272"
-82.095865,29.163735,"WAWA [Diesel]-Ocala,FL","3080 SE Maricamp Rd, Ocala,FL 34471|(352) 840-0661|3am-2am|5337"
-82.177568,29.185697,"WAWA [Diesel]-Ocala,FL","3312 W Silver Springs, Ocala,FL 34475|(352) 433-4648|24 hrs|5291"
-82.08645,29.19828,"WAWA [Diesel]-Ocala,FL","3601 East Silver Springs Blvd, Ocala,FL 34470|(352) 877-3225|24 hrs|5336"
-82.191213,29.145041,"WAWA [Diesel]-Ocala,FL","4025 SW College Rd, Ocala,FL 34474|(352) 414-4017|24 hrs|5305"
-82.6195162,28.1900638,"WAWA [Diesel]-Odessa,FL","12048 SR 54, Odessa,FL 33556|(813) 445-5770|24 hrs|5334"
-80.831345,27.243969,"WAWA [Diesel]-Okeechobee,FL","200 NW Park St, Okeechobee,FL 34972|(863) 225-7609|12:AM-12:AM|5383"
-81.295823,28.917056,"WAWA [Diesel]-Orange City,FL","2522 Enterprise Rd, Orange City,FL 32763|(386) 456-0015|24 hrs|5171"
-81.70343,30.18625,"WAWA [Diesel]-Orange Park,FL","300 Park Ave, Orange Park,FL 32073|(904) 773-4884|24 hrs|5328"
-81.7560225,30.1487663,"WAWA [Diesel]-Orange Park,FL","678 Blanding Blvd, Orange Park,FL 32073|(386) 206-1004|24 hrs|5263"
-81.241065,28.509422,"WAWA [Diesel]-Orlando,FL","10052 Curry Ford Rd, Orlando,FL 32825|(407) 552-9123|24 hrs|5207"
-81.21647,28.59753,"WAWA [Diesel]-Orlando,FL","11750 University Blvd, Orlando,FL 32817|(407) 384-7545|24 hrs|5145"
-81.39662,28.55241,"WAWA [Diesel]-Orlando,FL","1200 West Colonial Drive, Orlando,FL 32805|(407) 835-8985|24 hrs|5150"
-81.309943,28.528098,"WAWA [Diesel]-Orlando,FL","1201 S Semoran Blvd, Orlando,FL 32807|(321) 663-0766|24 hrs|5206"
-81.403845,28.390473,"WAWA [Diesel]-Orlando,FL","12083 S Orange Blossom Trail, Orlando,FL 32837|(407) 812-9790|24 hrs|5155"
-81.195526,28.56608,"WAWA [Diesel]-Orlando,FL","12321 E Colonial Drive, Orlando,FL 32826|(407) 273-0913|24 hrs|5161"
-81.382355,28.365654,"WAWA [Diesel]-Orlando,FL","13585 S Orange Ave, Orlando,FL 32824|(407) 852-0360|24 hrs|5132"
-81.310321,28.364638,"WAWA [Diesel]-Orlando,FL","13830 Boggy Creek Rd, Orlando,FL 32824|(321) 465-7774|24 hrs|5366"
-81.166481,28.564616,"WAWA [Diesel]-Orlando,FL","14548 E Colonial Dr, Orlando,FL 32826|(407) 275-6205|24 hrs|5142"
-81.23354,28.34869,"WAWA [Diesel]-Orlando,FL","14876 Narcoosse Rd, Orlando,FL 32832|(407) 856-5960|24 hrs|5187"
-81.288962,28.516044,"WAWA [Diesel]-Orlando,FL","2225 South Goldenrod Rd, Orlando,FL 32822|(407) 382-4185|24 hrs|5131"
-81.31008,28.573814,"WAWA [Diesel]-Orlando,FL","2239 North Semoran Blvd, Orlando,FL 32807|(407) 671-1061|24 hrs|5111"
